// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper,HExp
30105,Kankuro,Kankuro,Kankuro,82,59850,1,29920,14497,3,932,1864,74,29,52,26,32,33,66,30,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,10082,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2693
1199,PUNK,Punk,Punk,82,64350,1,29920,14497,1,945,1890,76,16,52,26,35,2,58,31,10,12,0,3,24,0x3095,300,1500,500,1000,0,0,0,0,0,0,0,7001,5335,715,800,0,0,1061,1000,1057,3000,0,0,0,0,0,0,0,0,0,0,2693
1209,CRAMP,Cramp,Cramp,82,64350,1,29920,14497,1,945,1890,76,16,52,26,35,2,58,31,10,12,0,2,45,0x3095,100,1000,500,1000,0,0,0,0,0,0,0,7007,4656,0,0,726,80,746,110,0,0,0,0,984,95,0,0,0,0,0,0,2693
1376,HARPY,Harpy,Harpy,83,64900,1,30285,14674,1,953,1906,77,17,52,26,35,2,59,32,10,12,1,6,64,0x2003885,155,972,672,470,0,0,0,0,0,0,0,7115,4850,7116,2500,0,0,0,0,709,20,0,0,0,0,0,0,0,0,0,0,2726
30079,Sakura,Sakura,Sakura,85,61950,0,31014,15027,1,962,1924,77,30,54,27,33,34,68,31,10,12,1,7,80,0x6003695,180,1000,672,470,0,0,0,0,0,0,0,10071,1500,2035,100,3023,100,5023,100,6397,20,0,0,0,0,0,0,0,0,0,0,2791
1304,GIANT_SPIDER,Giant Spider,Giant Spider,85,66550,0,31014,15027,1,980,1960,79,17,54,27,36,2,60,32,10,12,2,4,25,0x2003695,165,1468,468,768,0,0,0,0,0,0,0,1025,4550,1042,1200,757,140,0,0,943,1200,1096,680,7053,800,0,0,0,0,0,0,2791
30133,Samurai_Army,Samurai Army,Samurai Army,86,62475,1,31379,15204,1,982,1964,77,31,55,27,33,35,69,31,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,2017,50,3005,50,5005,50,10045,1500,0,0,0,0,0,0,0,0,0,0,0,0,2824
1321,DRAGON_TAIL,Dragon Tail,Dragon Tail,86,67650,1,31379,15204,1,987,1974,80,17,54,27,37,2,61,33,10,12,1,4,44,0x2003695,175,862,534,312,0,0,0,0,0,0,0,7064,4413,1096,400,943,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2824
30100,Haku,Haku,Haku,87,63525,1,31744,15381,3,990,1980,79,31,55,27,34,35,70,32,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,2020,50,3008,50,5008,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857
1306,LEIB_OLMAI,Leib Olmai,Leib Olmai,87,68200,0,31744,15381,1,1000,2000,80,17,55,27,37,2,61,33,10,12,2,2,22,0x3695,175,1260,230,192,0,0,0,0,0,0,0,948,4550,0,0,740,120,0,0,0,0,969,5,7053,800,0,0,0,0,0,0,2857
1402,POISON_TOAD,Poison Toad,Poisonous Toad,87,68200,1,31744,15381,3,1000,2000,80,17,55,27,37,2,61,33,10,12,1,2,45,0x81,160,1148,1728,864,0,0,0,0,0,0,0,7155,5500,7154,2400,0,0,0,0,724,2,0,0,0,0,0,0,0,0,0,0,2857
1512,HYEGUN,Hyegun,Yao Jun,87,68200,1,31744,15381,1,1000,2000,80,17,55,27,37,2,61,33,10,12,1,1,49,0x3885,180,890,1320,720,0,0,0,0,0,0,0,7054,3880,609,100,985,10,0,0,7277,300,0,0,0,0,0,0,0,0,0,0,2857
1620,NOXIOUS,Noxious,Noxious,87,68200,1,31744,15381,1,1000,2000,80,17,55,27,37,2,61,33,10,12,1,0,68,0x3885,350,768,1440,672,0,0,0,0,0,0,0,7322,1000,7001,3000,0,0,7320,3000,6213,600,6215,300,603,1,0,0,0,0,0,0,2857
30058,Kin,Kin,Kin,88,64050,1,32109,15558,1,1009,2018,79,32,56,28,34,36,71,32,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,10097,1500,10020,1500,8120,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890
2910,C5_ALARM,Elusive Alarm,Elusive Alarm,88,68750,27810,32109,15558,1,1004,2008,81,18,55,28,37,2,62,33,10,12,1,0,60,0x3695,300,1020,500,768,0,0,0,0,0,0,0,1095,5335,0,0,7005,1500,0,0,984,105,7026,20,912,1500,0,0,0,0,0,0,2890
30111,Temari,Temari,Temari,89,64575,1,32474,15735,3,1017,2034,80,32,57,28,34,36,72,33,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,1505,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923
1513,CIVIL_SERVANT,Civil Servant,Mao Guai,89,69850,1,32474,15735,2,1022,2044,82,18,56,28,38,2,63,34,10,12,1,2,44,0x3885,200,1257,528,432,0,0,0,0,0,0,0,7262,4171,7263,2000,0,0,1023,100,0,0,0,0,0,0,0,0,0,0,0,0,2923
30093,Zaku,Zaku,Zaku,89,64575,1,32474,15735,1,1017,2034,80,32,57,28,34,36,72,33,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923
30074,Ninja_Som1,Ninja Som,Ninja Som,89,64575,1,32474,15735,1,1017,2034,80,32,57,28,34,36,72,33,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,2022,50,3010,50,5010,50,7157,1500,0,0,0,0,0,0,0,0,0,0,0,0,2923
1256,PEST,Pest,Pest,89,69850,1,32474,15735,1,1022,2044,82,18,56,28,38,2,63,34,10,12,0,2,47,0x3695,165,700,648,480,0,0,0,0,0,0,0,1055,5500,7054,200,702,10,0,0,716,250,0,0,756,115,0,0,0,0,0,0,2923
1311,GULLINBURSTI,Gullinbursti,Gullinbursti,89,69850,0,32474,15735,1,1022,2044,82,18,56,28,38,2,63,34,10,12,2,2,42,0x3695,150,1960,960,384,0,0,0,0,0,0,0,1028,3500,0,0,702,6,0,0,0,0,0,0,912,160,0,0,0,0,0,0,2923
30065,Naruto,Naruto,Naruto,90,65625,1,32839,15911,1,1019,2038,81,32,57,28,35,36,72,33,10,12,1,7,80,0x6003695,180,1000,960,384,0,0,0,0,0,0,0,10072,5000,2021,100,3009,100,5009,100,0,0,0,0,0,0,0,0,0,0,0,0,2956
30134,Cap_Samurai_Army,Capitao Samurai Army,Capitao Samurai Army,90,65625,1,32839,15911,1,1019,2038,81,32,57,28,35,36,72,33,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,2041,50,3029,50,5029,50,10076,1500,0,0,0,0,0,0,0,0,0,0,0,0,2956
1131,JOKER,Joker,Joker,90,70400,1,32839,15911,1,1035,2070,83,18,57,28,38,2,63,34,10,12,2,7,84,0x3695,100,1364,864,432,0,0,0,0,0,0,0,912,2000,616,2,641,20,0,0,0,0,984,100,0,0,0,0,0,0,0,0,2956
1417,ZIPPER_BEAR,Zipper Bear,Zipper Bear,90,70400,1,32839,15911,1,1035,2070,83,18,57,28,38,2,63,34,10,12,1,2,27,0x91,155,780,1008,420,0,0,0,0,0,0,0,7161,4462,7167,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2956
1715,NOVUS,Novus,Novus,90,70400,1,32839,15911,1,1035,2070,83,18,57,28,38,2,63,34,10,12,0,9,20,0x3885,110,151,288,360,0,0,0,0,0,0,0,0,0,7053,1035,0,0,1036,589,0,0,0,0,0,0,0,0,0,0,0,0,2956
30041,Gaara,Gaara,Gaara,91,66150,1,33204,52951,3,1039,2078,82,33,58,29,35,37,73,33,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,7264,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989
30039,Dosu,Dosu,Dosu,91,66150,1,33204,52951,1,1039,2078,82,33,58,29,35,37,73,33,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,10033,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989
30048,Jirobou,Jirobou,Jirobou,91,66150,1,33204,52951,1,1039,2078,82,33,58,29,35,37,73,33,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,7067,1500,953,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989
30054,Kidoumaru,Kidoumaru,Kidoumaru,91,66150,1,33204,52951,5,1039,2078,82,33,58,29,35,37,73,33,10,12,2,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,10050,1500,1605,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989
30077,Sakon,Sakon,Sakon,91,66150,0,33204,52951,1,1039,2078,82,33,58,29,35,37,73,33,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,10040,1500,8121,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989
30088,Tayuya,Tayuya,Tayuya,91,66150,0,33204,52951,1,1039,2078,82,33,58,29,35,37,73,33,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,10049,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989
30056,Kimimaro,Kimimaro,Kimimaro,91,66150,1,33204,52951,3,1039,2078,82,33,58,29,35,37,73,33,10,12,2,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,10077,1500,1207,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989
1294,KILLER_MANTIS,Killer Mantis,Killer Mantis,91,71500,0,33204,52951,1,1043,2086,84,18,57,29,39,2,64,35,10,12,1,4,22,0x2003695,175,1528,660,432,0,0,0,0,0,0,0,1031,4550,943,2500,721,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989
1378,DEMON_PUNGUS,Demon Pungus,Demon Pungus,91,71500,1,33204,52951,1,1043,2086,84,18,57,29,39,2,64,35,10,12,0,6,65,0x2003885,170,1260,960,672,0,0,0,0,0,0,0,7119,4074,7001,4559,715,3880,1061,5000,0,0,0,0,0,0,0,0,0,0,0,0,2989
1622,TEDDY_BEAR,Teddy Bear,Teddy Bear,91,71500,1,33204,52951,1,1043,2086,84,18,57,29,39,2,64,35,10,12,0,0,60,0x3295,200,512,780,504,0,0,0,0,0,0,0,7317,3800,0,0,615,300,0,0,0,0,0,0,985,100,0,0,0,0,0,0,2989
30081,Sasuke,Sasuke,Sasuke,95,69300,1,34663,55279,1,1077,2154,86,34,60,30,37,38,76,35,10,12,1,7,80,0x6003695,180,1000,660,432,0,0,0,0,0,0,0,10095,1500,2018,100,3006,100,5006,100,0,0,0,0,0,0,0,0,0,0,0,0,3120
1257,INJUSTICE,Injustice,Injustice,95,74250,1,34663,55279,1,1092,2184,88,19,60,30,40,2,67,36,10,12,1,1,47,0x3695,400,770,720,336,0,0,0,0,0,0,0,999,300,7054,5335,7053,3500,0,0,0,0,660,2,0,0,0,0,0,0,0,0,3120
1201,RYBIO,Rybio,Rybio,98,77000,1,35758,57024,1,1127,2254,91,19,62,31,42,2,69,37,10,12,2,6,40,0x200308D,200,1790,1440,540,0,0,0,0,0,0,0,0,0,7017,3,0,0,6216,300,1008,10,984,100,709,30,0,0,0,0,0,0,3218
1106,DESERT_WOLF,Desert Wolf,Desert Wolf,103,129360,1,125483,130813,1,1184,2368,95,21,65,32,44,3,73,39,10,12,1,2,23,0x308D,200,1120,420,288,0,0,0,0,0,0,0,0,0,7030,5500,0,0,6252,200,0,0,756,53,0,0,0,0,0,0,0,0,3383
1220,M_DESERT_WOLF,Desert Wolf,Desert Wolf,103,129360,1,125483,130813,1,1184,2368,95,21,65,32,44,3,73,39,10,12,1,2,23,0x3695,200,1120,420,288,0,0,0,0,0,0,0,0,0,7030,5500,0,0,0,0,920,2000,756,53,0,0,0,0,0,0,0,0,3383
1382,DIABOLIC,Diabolic,Diabolic,104,130240,1,126702,132083,1,1186,2372,96,21,65,33,44,3,73,39,10,12,0,6,47,0x2003885,150,1080,780,180,0,0,0,0,0,0,0,1038,5820,1039,4850,0,0,984,20,0,0,0,0,0,0,0,0,0,0,0,0,3416
1384,DELETER,Deleter,Deleter,105,132000,1,127920,133353,1,1204,2408,97,21,66,33,45,3,74,40,10,12,1,9,43,0x308D,175,1020,720,384,0,0,0,0,0,0,0,7123,4074,1035,5335,1037,3880,1036,3589,0,0,0,0,0,0,0,0,0,0,0,0,3448
1259,GRYPHON,Gryphon,Gryphon,105,132000,1,127920,133353,1,1204,2408,97,21,66,33,45,3,74,40,10,12,2,2,84,0x0203695,100,704,504,432,0,0,0,0,0,0,0,7048,2500,7054,5335,7063,120,0,0,0,0,984,500,996,150,0,0,0,0,0,0,3448
1503,GIBBET,Gibbet,Gibbet,105,132000,1,127920,133353,1,1204,2408,97,21,66,33,45,3,74,40,10,12,2,6,27,0x2003885,180,917,1584,576,0,0,0,0,0,0,0,7212,1800,7218,5335,7222,4074,724,300,716,100,0,0,7939,100,0,0,0,0,0,0,3448
1995,PINGUICULA,Pinguicula,Pinguicula,105,132000,1,127920,133353,1,1204,2408,97,21,66,33,45,3,74,40,10,12,1,3,62,0x308D,200,700,600,360,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,5000,7198,2000,7188,3000,7939,1000,0,0,0,0,0,0,3448
1778,GAZETI,Gazeti,Gazeti,106,132880,1,129138,134623,10,1219,2438,98,21,67,33,45,3,75,40,10,12,1,6,21,0x2003295,190,576,370,270,0,0,0,0,0,0,0,7561,3000,7066,3000,985,20,0,0,6253,100,6256,200,0,0,0,0,0,0,0,0,3481
1310,MAJORUROS,Majoruros,Majoruros,107,133760,1,130356,135893,1,1225,2450,99,22,67,34,45,3,75,41,10,12,2,2,43,0x3695,250,1100,960,780,0,0,0,0,0,0,0,941,4413,0,0,6254,300,984,16,0,0,0,0,1000,250,985,500,0,0,0,0,19422
1194,ARCLOUSE,Arclouse,Arclouze,107,133760,1,130356,135893,1,1225,2450,99,22,67,34,45,3,75,41,10,12,1,4,42,0x2003095,100,960,500,480,0,0,0,0,0,0,0,1096,3500,938,3000,943,800,912,450,716,300,997,20,912,2500,0,0,0,0,0,0,19422
1994,LUCIOLA_VESPA,Luciola Vespa,Luciola Vespa,109,136400,1,132793,138433,1,1254,2508,101,22,69,34,46,3,77,41,10,12,1,4,24,0x2007085,110,1000,864,432,0,0,0,0,0,0,0,0,0,6224,1,939,9000,0,0,992,160,0,0,943,3000,0,0,0,0,0,0,19785
1587,KRABEN,Kraben,Kraben,109,56400,1,132793,138433,1,1254,2508,101,22,69,34,46,3,77,41,10,12,1,0,48,0x3095,100,1152,1536,576,0,0,0,0,0,0,0,912,3500,0,0,0,0,0,0,7299,4850,7286,1000,603,10,0,0,0,0,0,0,19785
1206,ANOLIAN,Anolian,Anolian,109,136400,1,132793,138433,1,1254,2508,101,22,69,34,46,3,77,41,10,12,1,5,41,0x3695,190,900,500,864,0,0,0,0,0,0,0,7003,4850,0,0,0,0,0,0,0,0,0,0,984,134,0,0,0,0,0,0,19785
1505,LOLI_RURI,Loli Ruri,Loli Ruri,109,136400,1,132793,138433,2,1254,2508,101,22,69,34,46,3,77,41,10,12,2,6,87,0x2003885,125,747,1632,576,0,0,0,0,0,0,0,7206,800,7219,3000,7214,5044,985,100,7019,1,0,0,6246,300,0,0,0,0,0,0,19785
1777,ICE_TITAN,Ice Titan,Ice Titan,110,138160,1,134011,139704,1,1259,2518,102,22,69,35,47,3,77,42,10,12,2,0,61,0x3885,250,861,660,144,0,0,0,0,0,0,0,7561,5000,7066,3000,749,100,984,10,985,30,6253,500,995,100,0,0,0,0,0,0,19966
1796,AUNOE,Aunoe,Aunoe,110,138160,0,134011,139704,1,1259,2518,102,22,69,35,47,3,77,42,10,12,1,7,80,0x3295,250,768,432,360,0,0,0,0,0,0,0,7568,2500,0,0,7563,4000,0,0,0,0,7563,100,0,0,0,0,0,0,0,0,19966
2204,SEDORA,Sedora,Sedora,110,138160,0,134011,139704,1,1259,2518,102,22,69,35,47,3,77,42,10,12,1,5,41,0x2003695,120,504,960,576,0,0,0,0,0,0,0,962,5000,1024,5000,6256,100,7939,100,0,0,603,5,0,0,0,0,0,0,0,0,19966
1736,ALIOT,Aliot,Aliot,112,140800,1,136448,144921,2,1278,2556,104,23,70,35,48,3,79,42,10,12,1,6,60,0x200308D,200,1296,432,360,0,0,0,0,0,0,0,7512,2000,7507,3000,0,0,6214,200,0,0,985,10,0,0,0,0,0,0,0,0,20330
1108,DEVIACE,Deviace,Deviace,112,60800,1,136448,144921,1,1278,2556,104,23,70,35,48,3,79,42,10,12,1,5,81,0x91,400,1680,480,384,0,0,0,0,0,0,0,995,25,1053,9000,1054,1000,0,0,971,200,0,0,756,161,0,0,0,0,0,0,20330
1699,ANCIENT_MIMIC,Ancient Mimic,Ancient Mimic,112,140800,1,136448,144921,1,1278,2556,104,23,70,35,48,3,79,42,10,12,2,0,60,0x3885,100,168,480,360,0,0,0,0,0,0,0,603,30,617,1,644,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20330
1737,ALIZA,Aliza,Aliza,112,140800,1,136448,144921,1,1278,2556,104,23,70,35,48,3,79,42,10,12,1,7,60,0x91,220,1440,576,600,0,0,0,0,0,0,0,7054,4000,0,0,0,0,7047,5,0,0,661,1,0,0,0,0,0,0,0,0,20330
2201,SROPHO,Sropho,Sropho,113,141680,0,137666,146215,1,1296,2592,105,23,71,36,48,3,80,43,10,12,1,5,41,0x2003695,135,700,600,360,0,0,0,0,0,0,0,951,7000,7938,500,756,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20511
1698,DEATHWORD,Deathword,Death Word,114,142560,1,138884,147509,1,1309,2618,105,23,72,36,48,3,80,43,10,12,1,0,60,0x3695,150,176,912,300,0,0,0,0,0,0,0,1097,4000,7015,300,0,0,7449,500,0,0,7479,2,7480,1,0,0,0,0,0,0,20693
1735,ALICEL,Alicel,Alicel,115,144320,1,140103,148803,2,1317,2634,107,23,72,36,49,3,81,44,10,12,1,6,60,0x200308D,250,1080,480,504,0,0,0,0,0,0,0,7512,2000,7507,3000,0,0,6214,200,0,0,985,10,0,0,0,0,0,0,0,0,20874
1979,ZAKUDAM,Zukadam,Zakudam,115,144320,0,140103,148803,3,1317,2634,107,23,72,36,49,3,81,44,10,12,2,7,60,0x3885,180,580,288,360,0,0,0,0,0,0,0,7317,5000,999,500,984,200,985,200,0,0,0,0,0,0,0,0,0,0,0,0,20874
1292,MINI_DEMON,Mini Demon,Mini Demon,117,146960,1,142539,151391,1,1344,2688,109,23,74,37,50,3,82,44,10,12,0,6,27,0x2003695,150,1000,600,384,0,0,0,0,0,0,0,1038,4413,1039,450,0,0,757,160,912,2500,1009,10,0,0,0,0,0,0,0,0,21237
30106,Kankuro_Shippuuden,Kankuro Shippuuden,Kankuro Shippuuden,117,136080,1,142539,151391,3,1329,2658,106,42,74,37,45,47,94,43,10,12,2,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,7118,1500,678,1500,2114,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21237
1993,NAGA,Naga,Naga,117,146960,1,142539,151391,3,1344,2688,109,23,74,37,50,3,82,44,10,12,2,2,42,0x3695,150,400,864,432,0,0,0,0,0,0,0,0,0,0,0,0,0,6224,10,936,3500,954,2000,0,0,0,0,0,0,0,0,21237
1390,VIOLY,Violy,Violy,118,147840,1,143758,152685,10,1351,2702,109,24,74,37,50,3,83,45,10,12,1,7,40,0x2085,170,1356,1056,540,0,0,0,0,0,0,0,1060,6305,0,0,740,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21419
30042,Gaara_Shippuuden,Gaara Shippuuden,Gaara Shippuuden,118,136920,1,143758,152685,3,1349,2698,106,42,75,37,45,48,95,43,10,12,2,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,10046,1500,10043,1500,1512,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21419
1632,GREMLIN,Gremlin,Gremlin,118,147840,1,143758,152685,1,1351,2702,109,24,74,37,50,3,83,45,10,12,2,6,47,0x2000091,140,432,540,432,0,0,0,0,0,0,0,7340,3000,938,3000,719,100,0,0,0,0,0,0,603,2,0,0,0,0,0,0,21419
1044,OBEAUNE,Obeaune,Obeaune,119,68720,1,144976,153978,1,1366,2732,110,24,75,37,50,3,84,45,10,12,1,5,41,0x3095,200,1872,672,288,0,0,0,0,0,0,0,995,13,950,9000,0,0,0,0,720,10,951,500,748,30,0,0,0,0,0,0,21600
1370,SUCCUBUS,Succubus,Succubus,119,148720,1,144976,153978,2,1366,2732,110,24,75,37,50,3,84,45,10,12,1,6,67,0x2003695,155,1306,1056,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21600
1668,ARCHDAM,Archdam,Archdam,119,148720,1,144976,153978,3,1366,2732,110,24,75,37,50,3,84,45,10,12,2,7,60,0x3695,180,580,288,360,0,0,0,0,0,0,0,7317,5000,999,500,984,200,985,200,0,0,0,0,0,0,0,0,0,0,0,0,21600
1633,BEHOLDER,Beholder,Beholder,120,150480,1,146194,155272,6,1368,2736,111,24,75,38,51,3,84,45,10,12,0,0,44,0x91,190,336,840,360,0,0,0,0,0,0,0,0,0,0,0,996,100,985,10,0,0,0,0,603,2,0,0,0,0,0,0,21782
1295,OWL_BARON,Owl Baron,Owl Baron,120,150480,1,146194,155272,2,1368,2736,111,24,75,38,51,3,84,45,10,12,2,6,60,0x0203695,175,1345,824,440,0,0,0,0,0,0,0,7071,3500,7063,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21782
1374,INCUBUS,Incubus,Incubus,120,150480,1,146194,155272,2,1368,2736,111,24,75,38,51,3,84,45,10,12,1,6,67,0x2003695,165,850,600,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21782
2016,AQUA_ELEMENTAL,Aqua Elemental,Aqua Elemental,121,151360,1,291932,189647,1,1386,2772,112,24,76,38,51,3,85,46,10,12,2,0,81,0x3095,230,504,960,576,0,0,0,0,0,0,0,6075,1000,7326,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21963
1323,SEE_OTTER,Sea Otter,Sea Otter,123,74000,1,296757,192782,1,1409,2818,114,25,77,39,52,3,87,47,10,12,1,2,61,0x3885,190,1132,583,532,0,0,0,0,0,0,0,722,150,965,5500,7065,4365,725,50,726,50,746,650,7053,1200,0,0,0,0,0,0,22326
1772,ISILLA,Isilla,Isilla,124,155760,1,299170,194349,1,1421,2842,115,25,78,39,53,3,87,47,10,12,1,7,80,0x3885,300,768,360,432,0,0,0,0,0,0,0,7568,2500,0,0,7563,1000,0,0,0,0,7563,100,0,0,0,0,0,0,0,0,22508
1774,SEEKER,Seeker,Seeker,124,155760,1,299170,194349,6,1421,2842,115,25,78,39,53,3,87,47,10,12,0,0,64,0x3295,190,576,432,300,0,0,0,0,0,0,0,0,0,7340,1000,985,20,1061,4000,7563,1000,0,0,0,0,0,0,0,0,0,0,22508
1701,SHELTER,Shelter,Mistress of Shelter,125,156640,1,301582,195916,2,1436,2872,116,25,79,39,53,3,88,47,10,12,1,8,66,0x6203295,160,432,420,360,0,0,0,0,0,0,0,7440,200,7442,1,0,0,722,1000,7005,1000,7442,50,0,0,0,0,0,0,0,0,22689
1987,CENTIPEDE,Centipede,Centipede,125,156640,1,301582,195916,2,1436,2872,116,25,79,39,53,3,88,47,10,12,1,4,45,0x2003695,150,1000,792,336,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,5335,912,5000,6224,10,943,2500,0,0,0,0,0,0,22689
1714,FERUS,Ferus,Ferus,126,157520,1,303995,197484,2,1443,2886,117,25,79,40,53,3,89,48,10,12,2,9,43,0x3095,100,108,576,432,0,0,0,0,0,0,0,0,0,1035,1000,7123,1000,1036,2000,7447,800,994,20,0,0,0,0,0,0,0,0,22871
30112,Temari_Shippuuden,Temari Shippuuden,Temari Shippuuden,128,148680,1,308820,200618,3,1463,2926,115,46,81,40,49,52,103,47,10,12,1,7,80,0x0203695,180,1152,384,288,0,0,0,0,0,0,0,7253,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23234
1986,TATACHO,Tatacho,Tatacho,128,160160,1,308820,200618,2,1460,2920,118,26,80,40,54,3,90,48,10,12,1,2,22,0x108B,200,1000,768,360,0,0,0,0,0,0,0,0,0,0,0,6020,4000,6021,3000,0,0,6224,10,1061,2500,0,0,0,0,0,0,23234
1753,FRUS,Frus,Frus,128,160160,1,308820,200618,2,1460,2920,118,26,80,40,54,3,90,48,10,12,1,6,67,0x2003295,150,480,576,432,0,0,0,0,0,0,0,7511,3500,7054,1000,716,1000,0,0,0,0,757,500,0,0,0,0,0,0,0,0,23234
1706,THA_MAERO,Thanatos Maero,Maero of Thanatos,129,161920,1,311233,202186,2,1478,2956,120,26,81,40,55,3,91,49,10,12,1,1,88,0x0203695,150,160,480,360,0,0,0,0,0,0,0,7054,1000,731,500,732,100,7437,10000,616,10,0,0,0,0,0,0,0,0,0,0,23415
1705,THA_DESPERO,Thanatos Despero,Despero of Thanatos,129,161920,1,311233,202186,2,1478,2956,120,26,81,40,55,3,91,49,10,12,2,1,88,0x0203695,150,160,528,360,0,0,0,0,0,0,0,7054,1000,731,500,732,100,7439,10000,616,10,0,0,0,0,0,0,0,0,0,0,23415
2083,HORN_SCARABA,Scaraba,One-Horned Scaraba,130,162800,1,313646,203753,1,1491,2982,120,26,82,41,55,3,91,49,10,12,0,4,22,0x2001089,200,384,672,360,0,0,0,0,0,0,0,6324,6500,0,0,0,0,7939,10,993,2,0,0,0,0,0,0,0,0,0,0,23597
1713,ACIDUS,Acidus,Acidus,130,162800,1,313646,203753,2,1491,2982,120,26,82,41,55,3,91,49,10,12,2,9,46,0x3095,170,168,1008,300,0,0,0,0,0,0,0,7938,500,1035,4000,7444,5,1036,3589,7448,800,0,0,0,0,0,0,0,0,0,0,23597
2161,I_HORN_SCARABA,Gold One-Horn Scaraba,Gold One-Horn Scaraba,130,162800,0,313646,203753,1,1491,2982,120,26,82,41,55,3,91,49,10,12,0,4,22,0x2003695,150,76,384,288,0,0,0,0,0,0,0,6324,10000,0,0,0,0,7939,20,993,4,0,0,0,0,0,0,0,0,0,0,23597
2017,RATA,Rata,Rata,131,164560,1,316058,227222,1,1499,2998,122,26,82,41,56,3,92,50,10,12,1,7,62,0x3295,150,792,540,420,0,0,0,0,0,0,0,0,0,1026,5000,6089,500,0,0,6224,10,0,0,0,0,0,0,0,0,0,0,23778
2092,DOLOMEDES,Dolomedes,Dolomedes,132,165440,1,318471,228957,3,1513,3026,122,26,83,41,56,3,93,50,10,12,2,4,61,0x2003885,250,360,360,600,0,0,0,0,0,0,0,6319,3000,6325,5000,6090,500,0,0,0,0,6224,500,0,0,0,0,0,0,0,0,23960
1870,NECROMANCER,Necromancer,Necromancer,133,166320,1,320884,230691,1,1528,3056,123,27,84,42,56,3,94,50,10,12,1,1,89,0x0203695,150,1816,1320,420,0,0,0,0,0,0,0,7752,3000,0,0,932,4500,0,0,717,100,609,100,7117,1500,0,0,0,0,0,0,24141
